,mark,review_text,date
1493,10," отдыхающим! =) уважаемые отдыхающие пишу имени думаю многих недовольных домовладельцев вами недовольными отдыхающими. во-первых хочу затронуть дальность моря - самого дальнего уголка необъятной кабардинки моря 30-максимум 40 минут ходьбы, ходить известно полезно да вообще человек сутки должен проходить 2 км минимум. это величайший подвиг отдыхающие, ибо славном городе пермь мое удивление люди 2й этаж супермаркета поднимались эскалаторе лифте, совершенно дико. сказать обленились ребята! далее списку, некоторые сравнивают цены питание, мол прошлом году лазаревской дешевле бла бла бла, не задумывались, прошлом году небыло проблем санкциями, доллар стоил около 30р не 36 сейчас, да бензин 28р литр 92го не 32р не говоря ценах коммуналку прочие расходы. кстати сюда цены жилье. далее счет доброжелательнсти местных, просто омг))) ребята сами стороны видели своих каменных джунглях?)) перми ладно ответят чет спросишь питере москве вообще молчу), улицах толкают логтями не извиняются, смотрят всем мешаю пройти тупо врага народа, ощущение такое рот открою вообще зароют, очереди каменные стены лицами стафордов небай бог влезешь не туда. ребят не обобщайте пожалуйста, подонков хватает везде это не значит, 1 встретившийся грубиян характеризует весь поселок. лично общаюсь людьми уровне , т.е. ко ним, грубят могу послать далеко, ибо мире никто никому не должен не обязан. категория людей, которые приехав сюда считают, вокруг обязаны стелить красные дорожки подтирать розовые попки. отелях аля включено 3х звезд согласилась блин, ребят, приезжаете частный сектор 800-1000р номер сутки лишь разрешают спать номерах пользоваться благами сего домовладения. не нравится номер, хозяйка что-то никто селком не тащит. да кстати сравнивать дороговизну курортов турции ,египта нашими российскими курортами минимум не корректно, сравните пожалуйста общий доход год, границей климат позволяет принимать отдыхающих круглый год, июня (который пустой) сентябрь сюда разница. читала такие строки отзывах мол бедненькие севере пашем поте лица. накопить отдых отдых не дорого местные живут чужой счет, скажу местные работают вы, разница зп 40-60 т.р. наших 30-40т.р. среднем 15-20т.р. зарплата местного жителя, далее отпуск местного жителя проходит поиске обслуживании вас, зимой денежка, ибо чаще работа многих сезонная не официальная, да сами выбрали такую жизнь можете не напоминать). да гостинки выросли не повиновению волшебной палочки, строились годами. лично наше домовладение строилось 15 лет зп, 4й год держим отдыхающих сих пор не окупилось =). могу массу примеров проводить заключении хочу сказать спасибо, таких очень очень мало =). основном уезжав отдыха наши жильцы говорят нам спасибо следующий год присылают своих знакомых, это показатель, наши старания не напрасны.) ", 12 августа 2014
1494,9," отдохнули товарищем! ездил другом отдыхать джубгу, ездили своим ходом, не турфирмы, просто сели автобус поехали удачу. общем сняли 2х местный номер не центре джубги, микрорайоне станичка . наш номер стоил 300р человека, душем, туалетом, холодильником, телевизором, думаю 300р очень трудно снять такую комнатку. минус том, моря пешком нужно идти около 40 минут, счастью рядом домом ходит автобус каждые 40 минут, стоит 10 рублей, это облегчило нам жизнь. номер приходили ночевать, занятий джубге очень много, похода море посещения аквапарка. не понравилось нашего отдыха, вечером практически негде погулять, нет таковой набережной, берегу кафешки, которых играет своя музыка, причем очень громкая, поговорить невозможно. общем молодежи самый отдыхать, дискотеки, аттракционы, это есть, приезжайте отдыхать джубгу, не пожалеете) ", 12 августа 2014
1495,1," осторожно мошенники самый отвратительный отдых лазаревском!!! грязное море, такие люди. снимали жилье, оказались посредники, хотя уверяли обратное. договаривались одну цену, затем почему-то резко изменилась. оставляли предоплату – месте оказались другие условия, попросили вернуть деньги. нам пообещали. утро следующего дня номер ввалилась макака – по-другому не могу назвать мужчину, полуголых стал стаскивать постели – типа убирайтесь отсюда, платить не хотите. роман алексеевич , ответ заткнись сука, течение 2 минут не уберетесь, выкинут! общем зовут роман алексеевич, тел. 8-989-16-312-89. адрес: проезд (или переулок) победы ,4 а, хотя выяснилось, крышует клоповник улице калараш который, самыми отвратительными условиями проживания (запах гнили помещениях полуразвалившиеся кровати) самым недешевым ценам (500 р человека сутки). заявление полицию брать отказались – нет платежных документов!про сервис говорить нечего. сделали вывод – хочешь отдохнуть, езжай границу. море делать нечего ", 11 августа 2014
1496,3," кабардинка август 2014 всем привет! я, муж ребенок 7 лет отдыхали начале августа кабардинке. сразу скажу - впечатление неоднозначное. приехали - сразу показалось очень неплохо, сказала очень уютно. природа почему-то понравилась(в сравнении лазаревским). но! дальше порядку. сначала посмотрели частную гостиницу ниагара (на улице партизанской 41а). оставлся момент номер, который нам не очень-то подходил. стали звонить те гостиницы, которые выписали, назло никто не брал трубку, либо не зоны действия сети. нарошно не придумаешь! итоге наткнулись отель терасса. посмотрели, трехместный номер люкс , который вполне устроил. сняли. моря довольно-таки прилично топать, оказалось. это немаловажно, такая жара это начале авсгуста. просто жесть! лишний не захочешь морю! следующий ближе морю, пусть дороже. ценник , не слабый, т.к. самый сезон. поселок очень чистый, не могу не отметить, удивляюсь таком количестве людей поддерживать чистоту. кафе, столовых, различных фигурок фонтанчиков дороге набережной. аккуратно уютненько. касается моря - могу отметить хороший заход (пологий). очень неплохая набережная: начале очень оживленная, спокойная. минусов поселке: большинство местных людей- злые!!! встречаются везде: столовых, кафе, море, магазинах, ларьках т. д. отдыхе особенно неприятно этим столкнуться. спросив пройти старому парку продавца мороженого нарвались такую недовольную рожу, спросили бог знает что. это, поверьте, сплошь рядом. минус - сильнейшие ветра, очень очень неприятно! снимали номер балконом, сидеть прямо скажем неудобно, лишний не выйдешь. да моря выходишь, самый ветер обдаст, вообще не айс! цены, высоковаты питание, этому готовы (все-таки курортный поселок). хотя сравнении ларевским, скажу совершенно точно - кабардинке существенно дороже. питались приличных столовых, дороге моря улице мира покупали фрукты. посмотрели стрый парк. очень понравился. съездили геленджик аквапарк. сначала самом геленджике: город нереально аккуратный чистый, просто удивительно! цветов, зелени, дома аккуратные, просто супер!!! знаменитый аквапарк золотая бухта не очень-то впечатлил. начнем того, вода нем везде всей террритории очень холодная. это условии, купаются дети. ребенок выходил дрожал, сказать - синим. теневых мест мало - практически везде жарит солнце. касается кафе -то ценник просто убойный!!! окорочок жарный выходит районе трехсот рублей штуку, также котлеты т.д.кстати бассейны подобные, какие-то больше, меньше. могли сделать поинтересней, например фигуры какие-то поставить виде зверушек, разнообразить. детей интереснейи разнообрзней. вообщем аквапарк не впечатлил грамма меня, не ребенка, мужа. слову сказать заплатили целый день троих 3050 рублей, долго не выдержали вышли 2,5 часа. кстати, парковка платная - 200 рублей. не знаю написать кабардинку существенного, целом, наверное, все. подведя итог, могу сказать следующее: следующий раз, наверное не приехала бы, почему-то не притягивает, атмосфера людей повлияла, думаю так. ", 08 августа 2014
1497,9," отдых западной части лазаревского. поехали отдыхать положительных отзывов моей подруги,которая ездит каждый год лазаревское. поселок понравился,похож городок-много мест сходить отдохнуть:парки,атракционы,2 аквапарка,океанариумы,дельфинарии,пингвинарии, т.д. лазаревском красивая природа:горы,водопады,богатая растительность. остановились запад.части лазы доме ул.победы 244/2,и не пожалели. части особенно красиво,нет толп народа,сам гостевой дом находиться подножия горы ,на горе растут сосны. остановились благоустроенном номере кондиционером, туалетом ,душем ,современной техникой, т.д. номера попроще,но везде хозяева продумали замечательного отдыха своих постояльцев,везде чистота,новая мебель,на улице беседки. поедем наше море,то лазаревское гостевой дом. рядом домом в3-х минутах пляж дельфин -чистый аккуратный,благоустроенный. дорога пляжу ж/д дорогу,но переход благоустроенный,очень удобный. питались столовых,которых много,на каждом шагу. нам понравились: минутка ,а минутка тамары ,где восхитительная выпечка цены дешевле,также катран ,который дальше, столовая моря , которая центре. центр ходили гулять каждый день пешком минут20-30 -было нетрудно интересно моей маме детям. центре весело, шумно,есть погулять,поглазеть, жить не хотелось. зап. части,где жили,тоже развита торговля всем,чем угодно-сувенирами,фруктами,вкусностями всякими т. д.,но поспокойнее. ездили экскурсии,сами свирское ущелье горы,сами замечательной новой электричке ласточке сочи. вообщем,чем прекрасен отдых лазаревском,особенно зап.части,что можешь добраться,причем ,даже пожилым детям, разные развлечения , замечательная природа. отдельный привет спасибо хозяевам сергею ольге. ", 07 августа 2014
1498,4," ностальгия прежней анапе знаете, раньше всей семьей отдыхали анапе. 6 лет туда ездили. город стал родной. местные жители очень доброжелательные. ездили геленджик, лазаревское, кабардинку-все не то. любим просторные пляжи, других городах, некуда пятую точку посадить. хотя не ленивых пляжи приходили рано примерно 8-30 9-00 там. приходим (последний кабардинке)а не то, лечь, сесть некуда. очень нравилось гулять вечером анапе. город весь утопал зелени, красивая набережная. каждом шагу выступали музыкальные коллективы. молодежь классно танцевала нижний брейк, хип-хоп др.танцы. ребенок оторваться не мог. детей такое раздолье. парк аттракционов просто супер, выставки разные, аниматоры, аквапарки. приехали 2011г. сильно разочаровались. первых море было, болото запах шел ужасный. ребенок очень брезгливый, шагу туда не сделал, хотя воды невозможно вытащить. пришлось весь отпуск ездить сукко, жемчужину. да город стал грязнее зелени меньше. не знаем поехать. хотели витязево махнуть, нам сказали, море ничем не лучше, анапе. хочется вернуться отдыхать анапу, очень боимся, вместо моря встретит болото. ", 05 августа 2014
1499,5," целом неплохо. ездили путевке. выбрали дом лазурный берег . номер оказался не фото сайта, приемлемо, кондиционер туалет комплекте. хозяйка вежливая. моря идти 20-25 минут. минусов:, вырубали свет, днем вечером. дом стоит близко огромной заводи затхлый запах частенько доставал. запах похож фикальный сток. ощущение такое, едешь плацкарте рядом туалетом. думали где-то что-то сливают, запах встречался самого моря. зависимости направления ветра, весь поселок окутывался благовония . доме министоловая, сравнив цены столовками (коих каждом шагу), стали ходить туда. суп-второе-компот обходились 150р. центральную улицу оказался супермаркет магнит . естественно более-менее дешевое люди сметали ура. стороны выглядело последний день помпеи. купания пляжа устаешь третий день. вода берега периодически забивается водорослями, отплыв подальше, забываешь. вино ча-ча местных недорогое, естественно торгуют полы, качество магазинных. ездили анапу (час езды). сравнении витязево, выглядит приличнее. море показалось почище туалетного запаха нет. поедем, анапу. ", 05 августа 2014
1500,2," гостевой дом ул. фестивальной, д. 21а отдыхали семьей это назвать отдыхом доме. шумно, причем шумят сами хозяева дети, которые самого раннего утра вечера кричат. хозяева армяне постоянно своем что-то обсуждают, выясняют причем не считаются людьми. хозяин дома иван очень жадный человек, обдирает отдыхающих сдавая комнаты нереальным ценам цена не соответствует условиям очень дорого не платить такие деньги. двое взрослых двое детей (13 лет 1 год) жили якобы люксе люкса далеко. платили 1900р сутки комната маленькая мебель не очень хорошего качества этажах душно номерах грязно общей кухне грязно. номерах 10 дней нам разу не убрали спросила убраться ответ дадут швабру ведро моющее средство убирайте сами. извините, такие деньги сами должны убирать. нами отдыхала пожилая женщина которая платила одну 800р сутки номере не телевизора какая-то старая мебель сама мыла линолеум комнате своими моющими средствами. вообщем обдираловка полная условий отдыха никаких. день нашего отезда номере кухней 2-м этаже умер отдыхающий мужчина матрасы подушки номера не выбросили стали сушить. хотите отдохнуть не езжайте туда не тратьте деньги нервы. ", 05 августа 2014
1501,10," отличный отдых геленджике вчера вернулись мужем отдыха геленджике. 3й городе очень довольны! остановились отличном отеле завтраками, ездили экскурсии джипах горы, канатную дорогу сафари-парк,в аквапарк золотая бухта, плавали теплоходе саламандра, купались море никакой заразы нет, не хлебать литрами морскую воду!!! питания, не отравиться выбирать проверенное кафе, не уличные лотки шашлыком лавашем. прежде винить город других людей отвратительном отдыхе, посмотрите сначала себя, построили, делать продуманно (смотреть отзывы отеля едите, самому оценивать обстановку кафе, питаетесь), уберечься негативных последствий! удачи отличного отдыха гостям,которые собираются геленджик. позитивно-настроенный человк берете жизни хорошее,то великолепный отдых новыми положительными эмоциями обеспечен!проверено себе)кстати молодая семья,а пишут,что геленджике пенсионеров отдых,для пенсионеров отдых пансионатах,а молодежь останавливается либо гостевых домах,либо отелях. ", 05 августа 2014
1502,1," место красивое.море относительно чистое.но сервис цены ужас.гостевые дома -большинство мягко говоря отмыть хлоркой...отелей мало далеко моря жить около 4.000 двухмест.эконом летом. это питания очень скудн.завтрак.еда отвратительно однообразная . цены выше столичных . средняя цена столовых называют рекламы -первое 120 р. 140гарнир80компот30торт100.цены держат чебуреки 80 шаурма кур. 130-140 р. пробовали кафе салаты 300 р . 180-200 супы. вторые 300 гарнира...комплексн.обед 250р.к-куриный суп лапша,минтай рисом.компот.черешня 200персики150-200и тд.прокатится катером банане 10 минут 300р.аквапарк 800р хлорки чесались краснели глаза 2 суток.добраться нереально.пробки ужас краснодаре сочи.жара.на пляже стоя можнов море бьешься рукой ногой ,над водой жуткий перегар.хвалебные отзывы всей видимости хозяева пишут люди слаще хрена не ели((((жили босфоре номера метров 9 доп местом ребенка не разойтись 7000р.с трехразовым, правда сравнению другими проглотить .тихо птицы поют семь тысяч точно не тянет очень скромно кроме рецепции.до моря жару далеко.жили гамме 20000тыс сутки включено - такого развода деньги давно не видели...жили морской звезде моря за4600 р. плюс 500выходные. питания завтрак бедных включен.коврики номерах протертые дыр-совковой расцветки.напор воды температура гуляет минуса плюсу.развелись близость морю,но моря кафе открытые вещание катушку самого утра часов четырех утра ,просто динамики долбят окна-уши закладывает.в номерах время пахнет жареной рыбой чебуреками.уважаемые сограждане поверьте отзыву,мы читали -не поверили правда бардах такие деньги.люди местные крайне агрессивны не доброжелательны.считают должен.чуть хамят .отели дома переполненный -так просто обозрели реально.так вышеперечисленные блага готовы платить велком ту ольгинка..если возможность поехать другое место почитайте отзывы.да пляж переполненный аренда шезлонга 200 р.правда поставить не куда. ", 30 июля 2014
1503,3," отзыв хочу добавить свое мнение увиденном красной поляне. били несколько олимпиады толком не было. вчера решили съездить посмотреть изменилось проведенной олимпиады. красиво безусловно, хорошего сделано- дороги мосты тоннели, фуникулеры. самое неприятное удивило приезду- не понятно. вышли вокзала током никто не мог персонала альпики, других работников помочь посмотреть. кошмар! сделали стенд вокзала указанием достопримечательностей которые посмотреть, сходить. этим перечеркивается. пришли газпромовский центр фуникулер короткий( большой понедельникам не работает!!!) нигде не указано касса!! девушка кассе объяснила нам посмотреть итоге. охранник пропуск фуникулере не пояснил проходить прикладывать пропуск. горы красивые, порадовал фуникулер открытый вершине, катиться бесплатно. вывод стране делают одно место. персонал не объясняет, указателей нет. приезжать туда? не поеду) ", 29 июля 2014
1504,8," анапе побывала несколько раз, самого раннего детсва родители возили туда родной тете, постоянно ездила лагеря знаменитом пионерском проспекте. чаще путешествовали поезде. 2010 году друзьями омска решили полететь анапу самолетом, поезде нужно ехать 3 суток, самолет 3,5 часа доставил анапу (разница цене билетов практически незаметной, поезде денег уходит питание). аэропорт анапы считается одним крупнейших стране, поток туристов сюда досаточно высок, летнее время сюда прибывают ребята концов страны. аэропорт называется витязево (рядом расположен одноименный курортный поселок чистейшими песчаными пляжами барханами), инфраструктура находится вполне приемлемом уровне. кстати, не знаю сейчас, 2010 году аэропорту анапы не магазина беспошлинной торговли дюти фри . территории аэропорта располагается магазин сувенирной продукции. также множество кафе, баров пиццерий, цены, везде, значительно выше, курортном центре, поэтому желаете сэкономить, дождаться автобуса анапы, зайти ближайшее кафе супермаркет магнит (это краснодарская сеть магазинов, цены продукты бытовую химию одни самых низких). ", 28 июля 2014
1505,2," ужас!!!!!! здравствуйте. вчера вылетала рейсом 5349 аэропорта краснодар пашковский. это ужасно!!!!! том, оказывается аэропорт не принимает ночью самолеты,узнала утром москве. рейс должен состояться 04.00 краснодара. вылетели 08.00!!! администрация аэропорта регистрации билетов открыла 4 окна,одно регистрировало международные рейсы,второе пассажиров ручной кладью. итоге рейсы скопились буквально течении часа аэропорту образовалась километровая очередь! территории аэропорта скопилось большое количество народу,сидеть не где. затем посадку также ждали долго,так отвозило самолету автобуса. удивила ложь объявлений громкоговорителю. пассажиров встречающих двух самолетов отправили мин.воды сочи....вместо краснодара,сославшись метеоусловия....а погода идеальная!!! полетов. нашему рейсу причина объявлена - связи не прибытием самолета. сначала подумала,что проблема москве,но выяснилось утром, просто пашковский не принимает ночью самолеты!!!! безобразие!! рисковать жизнями людей нашего самолета...ведь бригада не отдохнувшей,с красными глазами!!! час ночи должен вылететь самолет москвы рейс 5348,на нем должны вылететь 04.00,а итоге самолет вылетел 4 часа позже. из-за сместилось. не полечу краснодар!!!! никогда,ужасное состояние ночи аэропорту. ", 28 июля 2014
1506,3," ужасное отношение туристам отдыхали вместе друзьями геленджике июле, город не понравился вообще. во-первых, не посмотреть, одни джиппинги, дайвинги, морские прогулки, общем, интересного. единственное, канатная дорога понравилась, 2 раза сходили, разные, да, советую идти сафари парк. животные (особенно тигры белые медведи) порадовали очень, 2 дорога, включающая контактный зоопарк чёртово колесо понравилась не так, не поняла чём прикол чёртова колеса горе, поднялся высокой горе ещё выше, такого, не понимаю; контактном зоопарке животные живы, затискали, смотреть жалко. во-вторых, люди исключительно не доброжелательные, особенно водители машин, которые народят сбить хрен. в-третьих, бухта, да, это просто жесть, господа! ехали новороссийска, таксист уверял нас, вода чистейшая.. пфф, самом деле вся грязь идёт бухту, какие палки, коряги, водоросли. чистить море? не, не слышали. кстати, город не отошёл далеко моря, грязный. похвалить могу набережную, она, действительно, выдающаяся. огромная (17 км), красивая: зелени, разноцветный фонтан, учёный кот, крутая детская площадка мультяшными героями многое другое. подведу, пожалуй, итог, хотя, нет, сделайте это сами. всем удачи отдыхайте подальше геленджика) ", 27 июля 2014
1507,1," очень очень плохой город город очень не понравился, отдыхали 2013 девушкой, отравился купания море, администрация якобы утверждает всем виноваты местные торговцы всякими продуктами собственного приготовления, самом деле это виной канализация которая выходит прямо городской пляж! моря воняет ужасно туалетом, бухта очень грязная инфекций полно каждый 5 отравлением, лично отравился 6 дней принимал различные лекарства дорогие нет, не помогло. туалета не слезал 6 дней! самый действенный способ избавиться заразы это водка солью, лучше, счет вина прочих напитков не скажу не пью, молодежи делать нечего, практически доступные заведения работают 2.00 музыка выключается кафе закрываются, геленджик это пансионат престарелых семейных, делать нечего, намного дешевле отдыхать границей. счет полиции не нужна, дурацкий закон запрете езды велосипеде( 19.00 6.00 ) т.е ночью кататься нельзя. прям готовы план перехват объявить, алкашей буйных не русских борцух никто успокаивать не хочет. экскурсии не стоит ходить дольмены сами строят туристов привлечь, кругом всюду дерут огромные деньги 1000 рублей вообще нигде не сможешь отдохнуть, аквапарк 1200 стоил. счего выше упомянутого, успеть прокатиться горках это тебе стоять кассе аквапарка 7.00 9.00 приезжают огромные автобусы очередями 100-200 человек кассе, мимо браслетик 200 ключом камеры хранения это плюс оплаченному!!! не успели утром, обед не стоит пытаться, очереди горках 40-60 минут таеой жаре это смертельно, большого числа отдыхающих проблемы водой, напора едва хватает. вода бывает строго расписанию 10 утром 22 вечером вообщем не доволен молодой энергичный(ая), нечего делать, намного дешевле съездить границу. сюди нагой!!!!! ", 26 июля 2014
1508,10," чудесный отдых отдыхали мужем геленджике 2 раза)собираемся году снова ехать туда,уже не одни друзьями.отдых прошел 10баллов.ездили путевкам автобусе.каждый отели разные.но номера очень комфортные евро стандарт.в номерах современная мебель,кондиционер,телевизор.чисто,просторно.и хозяева отелей очень приятные люди)))особенно понравился мини гостиница первомайской.центр моря пять минут.все рядом)были геленджике моему везде можно)и скале парус,на канатной дороге,в аквапарке золотая бухта (я восторге,как муж .в долине лотосов это отдельная история,как красиво,когда цветут лотосы…на фото словами не передать,это нужно видеть!!!!!!ездили азовское море грязевые вулканы,даже взять собой лечебной грязи,(за какието символические деньги).старый парк кабардинке чудесное место.здесь собраны тематические архитектурные экспозиции уголков света.античная греция,древний египет,восточная провославная культура многое другое…когда друзья увидели фотографиии спросили - бугром?вы египет летали? катались яхте,с купанием открытом море)просто замечательно,катались не раз,видели дельфинов)красота общем)катались анане,на таблетке(очень экстремально)но здорово.мы геленджика вообще восторге)в кафе нравится обслуживание кухня.мы спрашивали хозяев отеля идти нам советовали,никогда не отказывали нужно.на велосипедах исколесили набережную вдоль поперек.в общем отдых не забываемый.в году думали полетим отдыхать,но снова тянет геленджик)мы полюбили.для молодежи очень здорово)несколько клубов ночных,есть клуб воде,на теплоходе империя бассейном верхней палубе.приезжайте геленджик,не забываемый отдых)))) ", 21 июля 2014
1509,1," ужасный дом янтарная гавань всем привет! спешу поделиться впечатлением янтарной гавани , которой планировали остановиться 18 20 июля 2014 г. ехали выходные поэтому неделю начали обзванивать всех, дабы не попасть просак местами, т.к. самый сезон. итоге остановились именно гавани . хозяйка скорее обычная наемная служанка гуля, имя которой называть не хочется, т.к. не заслуживает, наобещала золотых гор, переслала номер карты своей брони. мы, порядочные не подозревающие люди, оплатили счастливые работы пятницу двинулись путь. 21.00 подъехали этому желтому облезлому зданию, котором никаких опознавательных знаков не было, адресом не пахло, моря минут 40 хотьбы, никак не 10, вокруг какие-то заросли...к нам вышла упыриха гуля заявлением, маленькая проблемка номер, который оплатили неделю назад, эта курица сдала...такого свинства никак не ожидали...представьте: пол 10 вечера, пятница толпы приезжающих...до 12 ночи катались поисках свободных мест, разочарованию не предела...не то, не сходились цене, готовы любые деньги переночевать, отели, гостиницы гостевые дома опд завязку...покатались соседним населенным пунктам не найдя, т.к. отдыхающих просто море, поехали обратно ставрополь...вот какие-то мрази могут испортить выходные! дело, конечно, ваше, не рекомендовала гадость! ", 21 июля 2014
1510,2," никому не советую, не стоит этих денег отдыхали пять дней июле 2014 года витязево анапой мужем дочкой 7 лет. долго искали подходящее место проживания, трудности, разгар сезона занято. решили остановиться гостевом доме розовый фламинго . основательно изучили сайт, условия проживания, цены, фотографии. созвонились хозяйкой людмилой, договорились встрече ж/д вокзале анапы ( озвучили стоимость 350 рублей) спокойной душой отправились дорогу. людмила пообещала, привезут поселят, предоставят интересующий двухместный номер кондиционером 1800 рублей сутки. прибытии действительно встретили отвезли гостевому дому. насторожило то, фотографиями сайте соцсетях не совпадало ничего. долго озиралась поисках статуй фламинго, которые фигурировали фотках, не нашла. выяснилось, рекламируют дом адресу центральная 1г, селят адресу центральная 1б (но это мелочи). провели какое-то затхлое полуподвальное помещение лампочкой ильича потолком, сломанной тумбочкой, текущим краном шатающимся унитазом вежливо предложили располагаться. вопрос - обещанный номер, разящей винными парами хозяйки услышала, расчетный час 12-00, нам придется ждать пять часов, пока освободится номер. оставили вещи пошли искать море. искали долго. выяснилось, напрямую нему пройти никак нельзя, занято частными гостиницами базами отдыха. поселка спуска пляжу, нужно дойти. итоге, вместо обещанного картой морю 1,11 км шли порядка трех километров палящему солнцу. небольшое отступление - поселок - одна большая стройка. архитектура горазд, зелени практически нет, зато поражают заросли сорняков центральной улице уродливые заборы. каждом углу столовые вполне приемлемым ценам. долго шли морю, обратно, ребенок устал. приходу услышали людмилы, необходимо подождать часок, люди уехали забрали ключи предназначавшегося нам номера, ждет мужа будут вскрывать замок. просьбу показать, номер выглядеть нам отказали. сходили пообедать, пошло полтора часа та история ключами просьбой подождать часок. дошло, людмила просто водит нос, желая поселить убогом помещении оговоренную плату 1800 р. сутки. далее следует печальная история, уставшим ребенком палящему зною искали другое жилье занято. итоге нашли свободный номер отеле посейдон палас улице понтийской 2500 рублей сутки квартала ближе морю. вернулись вещами ароматную каморку розового фламинго (нам сообщили, хозяйка спит, не стали беспокоить), помех ушли. нам крупно повезло, не успели отдать копейки трансфер проживание. итоге, отдохнули витязево уехали. больше, пожалуй, устали. не стоит отдых таких денег. не позволяли особых излишеств, жилье стало 600 рублей дороже сутки, планировали. троих пять дней потратили 30 тысяч. сравните ценами турцию, грецию болгарию. сервиса ноль. красоты тоже. плюсов - хороший песчаный пляж долгий пологий вход морю. вода относительно чистая утра, вечеру - помойка. четвертый день отдыха подхватили какой-то вирус (возможно грязной морской воде) последний день провели номере, не отходя унитаза сто метров. вывод - отдохнуть витязево убедиться, туда не приедем. гостевому дому розовый фламинго сонной хозяйке людмиле отдельное спасибо непорядочность, испорченной впечатление впустую истраченный день пяти. ", 21 июля 2014
