,review_text,date
1586,"
заключение ну нет хорошего частного сектора в Абхазии за 500 рублей, нет))))даже если и найдете будет куча вот таких вот сюрпризов, с деревянными туалетами и по пять человек на 1 км метр территории, и впридачу хозяева с кучей родственников, желающие только получить с вас ваши денежки))))и 40 минут до рынка......В Абхазии есть пансионаты за 1100 рублей с питанием, хоть они и уровня эконом, но понимание кто такие туристы у них все таки присутствует еще со времен СССР. Есть неплохие мини отели с адекватными хозяевами.Почему то все хотят за три копейки сервис пятизвездочной Турции, и наивно надеясь на частный сектор, пишут вот такие вот живописные поэтические новеллы. Вино между прочим на всяких дегустация лучше не пробовать, так же как и медовуху, лучше купить Сухумского винзавода за 140 руб . Да уж, вот оно наше русское авось)))) Планируйте отпуск, собирайте информацию, выбирайте места отдыха и тогда можно действительно увидеть всю красоту Абхазии, а не просидеть весь отпуск в сортире частного сектора.
      
", 03 апреля 2014
1587,"
Абхазия в мае Это смотря что именно вы ожидаете от спокойного отдыха и экскурсий.Вообще май - это хорошее время для посещения Абхазии, потому что в это время еще спит абхазский бич - ротавирус, а это ОООЧЕНЬ важно! Ни что так не портит отдых, как понос с лихорадкой) Во-вторых, там в мае сосем малолюдно - а оттого почище, потише и местные пока еще не раздражены наплывом туристов, а напротив радуются новому сезону.  Это - плюсы.А минусы - это холодное и некупабельное море. Не вполне работающая инфраструктура - не все кафе открылись к новому сезону, часть магазинов, транспорт и прочий курортный бизнес пока не работает или работает не полную силу. Бывает трудно или невозможно купить что-то нужное, вовремя доехать, воспользоваться интернетом или услугами фото-сервиса, например.Далее минусы всесезонные - очень слаборазвитый сервис. Даже не совковый, до совкового ему еще расти и расти!  Местное население, занятое в сфере обслуживания, совершенно от этого не в восторге, о чем напоминает вам постоянно. Инфраструктура мало напоминает курортную... плохие дороги, отсутствуют набережные, тротуары, места отдыха и населенные пункты плохо и редко убираются, есть проблемы с вывозим мусора. Освещение в темное время очень плохое или отсутствует. Мест культурного досуга нет, кабаки с ""черными глазами"" я не считаю.Если поселиться рядом или в пределах слышимости такого заведения, то черные глаза будете слушать часов до 4 утра - норм и правил там тоже нет. Здравоохранение - отсутствует, скорой нет, аптеки есть, но в тридорога. Выбор лекарств в целом неплохой, разве что в разгар кишечной заразы может не хватать тематических препаратов. Криминальная ситуация посредственная, не скажу что как в Сомали, но кражи явление обыденное и с ним никто не берется. Милиция - как в любом клановом обществе, толку от нее никакого, в вот навредить могут.Что касается экскурсий, то это смотря как вы их организуете и чего от них ожидаете. Природа там красивая, несомненно. И в мае еще минимально загаженная. Озера, высокогорные луга, пещеры, каньоны, водопады - таких объектов немало, посмотреть есть на что. Но экскурсоводы тамошние способны испортить любое впечатление, т.к. озабочены выбиванием дополнительных денег и продажей поддельного меда у нужных людей. Поэтому лучше найти хорошего проверенного водителя с личным транспортом и по природным объектам ездить самостоятельно. Дороже, зато приятнее. Водителя лучше выбирайте русского и в возрасте - местные водят так, то это аттракцион смерти. Про техническое состояние их автосредств я вообще молчу. Ну и жилье... удобного комфортного жилья мало. Крайне мало. Общепит не самый безопасный, и очень редко вкусный. Но и сказать что совсем отстойный тоже не могу. Можно подобрать кафе со среднестоловским качеством и если повезет, то не отравиться. Правда санитарных книжек там нет и потребнадзора тоже. Поэтому готовит кто захочет и из чего считает нужным.
      
", 01 апреля 2014
1588,"
      Читаю отзывы про Абхазию и сразу вспоминается поговорка ""Нашему Кузеньке то широко, то узенько"". Несколько лет уже отдыхаем в Абхазии. Не могу сказать, что все абхазы хорошие или плохие, как в принципе нельзя сказать ни про одну народность, скажу, что везде есть всякие люди... Признаюсь честно, по пути в первый наш отдых в Абхазию было на душе двойственное чувство, после прочтения отзывов, но мы были настроены отдохнуть хорошо. А началось все банально...увидели фотографии из Абхазии у родственника и решили, что должны побывать в этом замечательном месте-в стране души.Нам повезло...мы остановились у замечательных людей, у которых и останавливаемся до сих пор. Может быть кто-то и жил в ""сарае"", только это выбор каждого, думаю никто не заставит жить туриста в том самом ""сарае"". про который тут пишут. У каждого из нас своя оценка и восприятие происходящего..кто-то может назвать сараем дворец, а кто-то сарай дворцом). Каждое лето мы останавливаемся в частной гостинице с нормальными и вполне приемлемыми условиями.Не отрицаю тот факт, что можно ""нарваться"" на недобросовестных и плохих  арендаторов жилья..но таких можно встретить и в Адлере и в Сочи и в любой стране мира. Замечательная природа, море, хороший климат, интересные экскурсии-вот, что видим мы. Разруха и грязь..да есть..не отрицаю..но я стараюсь этого не замечать.Это не Турция и не Египет...Не Барселона и не Прага. Глупо ехать в Абхазию и надеяться на ""европейский сервис"" или ""Аll inclusive"". В прошлом году семейная пара из Москвы выехала из номера, только потому, что там к глубокому сожалению не оказалось Бра над изголовьем кровати). Может быть абхазы и не любят ""русских бздыхов""(так называют туристов), но мне кажется мы сами себя иногда не любим, разгуливая в купальниках по городу. нарушая и оскорбляя местные традиции.Да, мы туристы, мы платим деньги,но и ведем себя иногда так, что становится стыдно. И почему нас кто-то должен любить)))мы же не любим в своих городах наблюдать скопление нелегалов из Таджикистана, Узбекистана и прочих республик, которые  не приносят нам денег, как туристы и вдобавок нарушают наши традиции.Если кто-то сомневается ехать или нет в первый раз в Абхазию-однозначно ехать стоит. Судить по чужим негативным отзывам нельзя. Пусть это и будет печальный опыт,но он будет Ваш, а не человека, которому просто не повезло....Хорошего Вам всем отдыха в Абхазии в 2014 году!!!!)))
      
", 30 марта 2014
1589,"
      Э, нетушки, Крым - это совершенно иной совок, гораздо более цивилизованный и культурный. И люди так куда более настроены именно на обслуживание туристов, по сравнению с Абхазией, где вам же за ваши деньги словно одолжение делают. Ну а про бытовые условия, про качество дорог, мест досуга, благоустройство городов, мест отдыха, тех же пляжей, про освещенность, наличие урн, вывоз мусора, убираемость населенных пунктов и прочее, я даже не говорю.  Сейчас по телевизору много и часто показывают Ялту и Севастополь - красивые набережные,  транспорт ходит, фонари горят, фонтаны действуют. Ливадия вся белоснежная и отреставрированная.Ну а в Абхазии все мы были и все представляем себе как выглядит набережная в Сухуме, например) а в других местах ее или вовсе нет, или как в Гаграх - обнять эти останки разгромленные и замусоренные, и плакать. Что пляжи в Абхазии не убираются и помойки имеют место быть в самый разных неожиданных местах - тоже не секрет. Про то, что эпидемии ротавируса происходят там ежегодно и причина их в отсутствии очистных сооружений и сливах канализации напрямую в зону купания, там прознает даже президент Абхазии. Инфу можно легко получить на его сайте или сайте правительства города Гагр. Так что там может и не ТАК страшно, но все-таки достаточно страшноватенько...  Я бы туда в свадебное путешествие не поехала. Потом всю жизнь вспоминать как оно там прошло бесславно и грустно, зачем это?
      
", 26 марта 2014
1590,"
Любимая Абхазия Я встретилась в Абхазии с парнем, который многое для меня значил в жизни. Любили друг друга, желали... И казалось, что с ним навсегда готова остаться. Попрощаться со своей свободной незамужней жизнью, и забыться с ним раз и на всегда...В тот день, когда мы стали жить вместе, а у Астамура был собственный двухэтажный коттедж прямо у моря, в котором он жил со своей мамой), ночью, во время шторма сорвало крышу дома, потому что, как потом выяснилось, не была установлена ветровая доска или балка. Проснулись мы не от шума срываемой крыши, и даже не от воя ветра, а от пронзающего вопля матери, которая блажила на весь дом Астамура имя. У меня чуть сердце не остановилась от такого пронзающего крика. И тут то, как всегда, моя не спящая интуиция, бросила в мой очумевший от происходившего переполоха, зерно рационализма: Лена, какая невыносимая жизнь ждет тебя в этом доме с Астамура мамой! И она не ошиблась. Сначала она ненавидела меня молча, потом в открытую. Дни и ночи на пролет, воздушное пространство дома было заполнено боевым голосом Астамура мамы, неуставно выкрикивающий имя сына. Астамур сделай то, Астамур принеси сё! Астамур! А как и почему, а зачем, и так далее.В один из прекрасных вечеров, проводимым с моим любимым, за бокалом хорошего вина, он сделал мне предложение. Раньше, мы никогда не говорили об этом! Просто жили и наслаждались друг другом, произнося слова любви и ласки. Я была очень счастлива в тот вечер. Я согласилась, но с условием, что жить мы будем отдельно. Вместе мы уже 6,5 лет и у нас всё хорошо. Вот такая история.
      
", 06 марта 2014
1591,"
Жанне Там нет аквапарков, мало где есть детские комнаты и то за деньги, детская больница не дай Бог только в Сухуме или в Сочи, детских кафе не наблюдала, периодическое отключение электроэнергии и воды. Анапа это детский центр отдыха, там много дет санаториев, дом отдыха, там даже инвалидам хорошо, в магазин на коляске смогут заехать, а в Абхазию вы туда можете взять экскурсию. Да климат в Абхазии хороший, но там нет того освещения, что есть в Крыму, там нет милиции которые дежурят на улице, кроме гаи никого не видела. если ехать в Абхазию с детьми то лучше в санаторий с хорошими отзывами. Люди конечно там в большинстве своем хорошие, экскурсии там сейчас стали более организованы, пытаются восстановить ту инфраструктуру, которая была в советское время, но это время и деньги. по поводу воришек, так они везде есть и в Абхазии, и в Крыму, и в России. по поводу цен в магазине, так там практически все привозное, картошка там летом 30 руб,а зимой дороже, молоко в коробке 60 руб, там хлеб только дешевый 15 руб и проезд в троллейбусе 3 руб.
      
", 19 февраля 2014
1592,"
      Эпидемиология. Заболевание широко распространено во многих странах мира, составляя в развивающихся странах около половины всех кишечных расстройств у детей первых двух лет жизни. В США ежегодно наблюдается свыше 1 млн случаев тяжелых ротавирусных диарей среди детей в возрасте от 1 до 4 лет, у 150 больных заболевание заканчивается летальным исходом. У 90% более старших детей в крови обнаруживаются противоротавирусные антитела, что свидетельствует о широком распространении этой инфекции. У части детей и у взрослых инфекция может протекать инаппарантно. Иммунитет типоспецифичен. В Германии и в Японии преобладали антитела против ротавирусов 1 и 3 серотипов. В разные годы в одной и той же стране могут преобладать различные серотипы. Так, в Австралии в 1975 году преобладал ротавирус серотипа 3, в 1977 и 1978 - серотипа 2, а в 1980 и 1986 чаще выявлялся ротавирус серотипа 1. Заболевают чаще дети в возрасте до 3 лет как в развитых, так и в развивающихся странах. Ротавирусами обусловлено 30-50% всех случаев поноса, требующих госпитализации и проведения регидратационной терапии. Нередко заболевают и взрослые в семьях, где заболел ребенок, заболевают и пожилые лица с ослабленным иммунитетом. На ротавирусную инфекцию приходится около 25% случаев так называемой диареи путешественников. Ротавирусная инфекция может протекать и бессимптомно, такие случаи нередко обнаруживались у новорожденных. Такое течение в дальнейшем защищает детей от тяжелых ротавирусных гастроэнтеритов на протяжении первых 3 лет жизни.Источником и резервуаром инфекции является только человек. Возбудитель выделяется с испражнениями (в 1 г кала содержится до 10-10 вирусных частиц) на протяжении до 3 нед (чаще 7-8 дней от начала болезни). Заражение происходит фекально-оральным путем. Воздушно-капельный механизм передачи инфекции не доказан. В тропических странах ротавирусная инфекция встречается круглый год с некоторым повышением заболеваемости в прохладный дождливый сезон. В странах с умеренным климатом довольно выражена сезонность с наибольшей заболеваемостью в зимние месяцы. Человек инфицируется алиментарным путем. Размножение и накопление реовируса происходит в верхних отделах желудочно-кишечного тракта, в частности в эпителии двенадцатиперстной кишки. Отсутствие выраженной лихорадки и симптомов общей интоксикации (при отсутствии сведений о вирусемии) позволяет думать, что гематогенный путь распространения ротавирусов не имеет существенного значения. Ротавирусы вызывают гибель зрелых клеток тонкого кишечника, они замещаются незрелыми всасывающими клетками, не способными адекватно абсорбировать углеводы и другие питательные вещества, что приводит к осмотической диарее.
      
", 12 февраля 2014
1593,"
""Семейный тихий отдых"".!??? Отдыхали с семьёй в августе 2013 года этом «Пансионате» Геч –это как они его называют, бывшая СпортБаза. Ну а теперь коротенько общие впечатления:1.Абхазия нам понравилась. Море чистое. Природа замечательная.(лаврушка дешёвая и растёт вдоль дороги).2.Номер: но если у Вас дома за последние 20 лет был ремонт, то Вам вряд ли понравится.Постельное бельё нам досталось грязное,мятое. Не говоря уже о пятнах крови. На просьбу заменить  нам его, горничная Марина сказала: « Идите спать!!!, надо раньше было смотреть!!!», а мы что разве при заселении должны бельё постельное рассматривать? Впервые такое слышим!»,  потом ещё и послала нас «на хутор бабочек ловить»! Кровати маленькие. Розетки не закреплены, провода болтаются, ванная комната страшная, плитка отвалилась, унитаз разбит, вместо светильников патроны с лампочкой из потолка торчат! И это после Капремонта?, как написано в рекламе на сайте туроператоров. . Вобщем это Назад в СССР, или 80-е Привет!3.Еда: нормальная! – столовская! Мясо каждый день! Фруктов давали мало, очень мало! В столовой душно. «Отдых отдыхом, а обед по расписанию».4.Территория: цветы цветут, травка зеленеет. Лавочки требуют небольшого ремонта.5. Пяж: через узкую, но оживлённую дорогу. Пляж убирают. Вода чистая. Народу мало!6. Экскурсии: в холле милые и приветливые  девушки они же экскурсоводы предлагают экскурсии недорогие. Автобус подъезжает прямо к воротам. Очень удобно!7. Магазинов больших рядом нет! маленьких полно, аптека далеко, сувениры дешёвые, яблоки, груши, инжир, лавровый лист, вино и чача в каждом дворе. Фрукты дорогие и почти все привозные. 8. До границы пешком спокойным шагом 25 мин максимум. Такси дорого,( от границы 500р.) если не знаешь  что можно доехать и за 100р. или 27р. на маршрутке, которые ездят часто. С таксистами нужно торговаться, да и с обычными продавцами(кроме магазинов).9. Кафе: Бар «Бочка» -(через дорогу) тихий семейный отдых заканчивается когда включают там музыку, с 19.00 и постепенно прибавляя громкость к 21.00, а примерно в 22.00 самый пик децибел!Живая музыка, лезгинка до упаду, певец молодец, мясо и чача вкусные!10. P.S. Были люди которые ездили туда не первый год!?!?!??? Что их там привлекло? Мы не поняли. Абхазия нам понравилась, «Пансионат Геч» НЕТ!!!
      
", 26 января 2014
1594,"
Абхазия на машине Добрый день! всем читающим мой отзыв. Приехали всей семьей,после 10 дневного отдыха в Лазаревском Выехали с Лазаревска в обед около часу .На таможне были уже около4 часов.Ехали дикарями и в первый раз.Таможню прошли за час .Очень быстро и бесплатно.После проезда таможни сразу поехали,в Новый Афон,и в 8 часов вечера были уже там.Ихняя полиция ни разу не остановила,даже внимание ,не обращает.Ехали с разной скорость и 150 и 100 где как ,дорога приличная У нас  Великом Устюге Гораздо хуже ,вот и Родина ДеДа Мороза.Устроились В коттедже за тысячу рублей в сутки .душевая кабинка.горячая вода туалет все необходимое есть.До моря 3 минуты ходьбы.Шли через  множество кафе .Кормят все везде по разному ,цены все везде почти уравнены разница 150-200 рублей.Вино  это отдельная песня.Забыл название кафе,но только в одном  мне понравилось сказка а не вино ,но и было дороже всех 240 рублей за литр.Кушали в кафе утром и вечером .На море были очень мало времени.Море чище и красивее чем в Лазаревском и тишина людей мало ,нету навязчивого сервиса .Негров и всякой хренотени.Ездили  Ново афонский монастырь Оставили машину на платной стоянке стоит 50 рублей Цена всех стоянок 50-100 рублей отдал и нет проблем  Их у нас и не было не разу за все пребывание в этой замечательной республике. Местные гайцы не имеют ничего против нас эксцессов не было кроме  одного случая пере выездом .Обогнали начальника ГАИ при скорости 140 км  и сплошную пересекли Пришлась от слюнявить  2 тысячи просили 3 как всегда договорились.Таможню на выезде прошли еще быстрей,минут за сорок.Были в пещере и на озере РИЦА ВСе отлично.Жаль времени было в обрез уже .Меньше надо было отдыхать в Лазаревском. Всем пока !Пишите если есть вопросы отвечу.
      
", 12 января 2014
1595,"
вина Абхазии Если хотите купить домашнее вино, то на рынке не советую. Я лично покупаю у знакомых с которыми дружу уже 7лет. Каждый раз когда я приезжаю в Абхазию то я у них ночую первый и последний перед отъездом день.семья армяне очень гостеприимные готовы последний рубль отдать. вот я и беру у них вино. пообщайтесь с местными, познакомтесь и у вас всегда будет нормальное вино. в Сухуме я искал винный завод, так и ненашёл, говорят что он есть в гудауте незнаю проезжал мимо.пиво беру на пивзаводе это на набережной Сухума вопервых свежее и надёжней чем брать в магазине, во вторых дешевле. Минералку и лимонад тоже беру на заводе это в старом Сухуме если поедете со стороны н.афона второй поворот на право после супермаркета сухум.в очимчиру не ездите дерьмо а не коньяк, да и город весь запущен, пляжи грязные, рынок маленький. Там есть винный заводик дают пробовать из одной бочки а наливают из другой. Даже сами местные жители говорят что заготавливают по 500 600 л. вина только для себя а всё что продают это сусло винное с добавлением спирта. Тут я прочитал в одном отзыве что не видели виноградников мандариновых деревьев. Поверните в любую сторону от дороги их там много и ещё так как земли мало их выращивают в горах.
      
", 11 декабря 2013
1596,"
враньё Сейчас декабрь месяц и в Ульяновске свирепствует ротовирус, но про это никто не возмущается и не пишет. Я семь лет езжу на машине отдыхать в Абхазию постоянно останавливался только в пансионатах или в гостинице и никакого вируса не хватал. Вы что хотите за рубль получить всё удовольствие так не бывает. Скупой платить дважды. Расскажу по порядку границу перехожу в 8 или 9 вечером. Половина 10 я в Гаграх покупаю в континенте симку.звону в пансионат узнаю про места.приехав на место я снимаю номер на 5 дней. если мне не нравится номер то на следующий день я иду на репшинк и меняю номер и всё без скандалов. Если погода хорошая и меня устраивает номер то я продлеваю отпуск. Стоянка охраняемая стоит 100 р. Еда шведский стол. Про грабеж не сталкивался. Гуляли по ночам и никто не приставал. Фрукты не покупаем, а за чем если зайдя за любой дом нас и так угощали абхазы. Вино берём только у проверенных людей это когда едем домой. Воду для чая наливаем только на родниках. Если хотите ещё что-то узнать про Абхазию, пишите с удовольствием отвечу.
      
", 02 декабря 2013
1597,"
Абхазия стоит ли туда ехать Я отдыхал на побережье черного моря в санатории недалеко от Туапсе с друзьями. После того как там все надоело у меня возникла идея с ездить в Абхазию на пару дней. Так как был на своей машине мы двинулись на ней. Дорога до Сочи очень загружена 150 км ехали часа 3. Границу прошли быстро и без проблем. И вот Абхазия. На везде в Гагры на остановке стоит зачехленный танк, (видимо на всякий слчий) проехали Гагры, двинулись до Пицунды. Еду строго по знакам и тут и там меня обгоняют местные джигиты, еще сигналят при обгоне, типо быстрей ежай. В Пицунде меня удивило, то что практически отсутствует народ город как вымер (я там был в начале ноября) Проехался по городу нашли ночевку у частника за 1500р небольшая комната в номере, душ, туалет, кондиционер, плоский телек, со спутниковыми каналами 2 кровати ,полуторка и двушка ,выходишь из номера попадаешь в сад ,растут мандарины, апельсины, хурма, фенхуа. Хозяин сказал ешьте фрукты сколько хотите но одними фруктами сыт не будешь, пошли искать кафешку. Некоторые кафешки у них завутся столовки мы зашли в одну из таких поели в 3ем на 1600р обслуживали долго, очень дорого и невкусно, пошли искупались в море, вода по ощущениям теплее чем в Туапсе на пару градусов, на побережье сосновый лес в нем попадаются дикие гранаты. На следующий день двинулись на озеро Рица по дороге посетили храм на горе 10 века. Какая там красота, отвесные скалы, водопады, река тянется вдоль всей дороги ,дача сталина была закрыта для туристов,делают реставрацию. Решили поехать в Новый-Афон и тут начались неприятности. Я еду строго по знакам, впереди ограничение 40 км/ч. Я скидываю и меня обгоняет пара местных, срабатывает мой анти радар,дальше пост Абхазских ДПС, меня останавливают и тут началось. Говорят я ехал 72км/ч у них и фото есть, показывают. Машина ваша? Да моя. А скорость? Скорость нет!И начинается цирк. Меня отводят на пост и показывают книжку с законами. И у них по закону за малейшее нарушение забирают права. Я кричу, это развод я ехал 40! Это продолжалось минут 5 у меня регистратор есть а он мне у меня прибор поверенный а твой нет. Меня взяла такая злость я ему делай все по закону и вообще я больше к вам никогда не приеду и всем расскажу чтоб не ездили и вообще я спешу давай быстрей. Тут заходит другой что постарше и тянет мне права ну езжай раз спешиш. Я без слов выхожу из будки, тот что меня разводил кричит. Ты даже спасибо не сказал! Я ему я нечего не нарушал! Он кречит в след, чтоб у тебя следующий дпсник права забрал. Я промолчал. Можно сказать отделался не лёгким испугом. Вот и Новый-Афон. Посреди него озеро в нем плавают большая стая лебедей, белые, серые, черные, людей не боятся. Зашли в православный храм, там он рядом, очень красивый старый храм. Купил на рынке 20кг мандарин 20кг хурмы 10кг фейхуа отдал за все 1000р и поехал обратно. Заехали в кафе отдали 2000р за 3их было все очень вкусно... Кафе находится на выезде из Нового-Афона ели кому надо.Обратная дорога прошла гладко на границе тоже все быстро прошло.Я туда больше не поеду, дешевого там больше нечего нет кроме фруктов, смотреть там не на что кроме красивой природы, гор, так и у нас места есть. И вообще в России как то по цивильный чем в Абхазии (особенно контраст когда из Сочи попадаешь в Гагры)не так экстремально меньше шансов быть ограбленными (много рассказов в сети. а нас когда ехали к озеру рица предупредили на везде машину без присмотра не бросать могут ограбить), дпс не такие дикие
      
", 14 ноября 2013
1598,"
Отвратительное экскурсионное обслуживание В июле 2013 года отдыхали с семьёй в Абхазии. Отель подпбрали замечательный. кормили вкусно, номер чистый, комфортный. природа Абхазии завораживает, всё красиво. Море чистое, тёплое. Только с экскурсией нам не повезло. Заказали экускурсию в турфирме ""Абхазская туристическая компания"". В экскурсию входило Оз.Мзы+мин.источник Аудхара+альпийские луга, оз.Рица со всеми остановками:голубое озеро, юпшарский каньон, водопады: девичьи и мужские слёзы, дегутация вин. Из всего выше перечисленного мы побывали только на оз. Мзы, голубое озеро мы практически не видели. Спустились к озеру, и наш водитель стал нам орать, чтобы мы поднимались обратно. Короче даже фотки не сделали. попался нам водитель, который даже не знает дороги, постоянно мы кого-то ждали, то он дорогу потеряет, то перегрелись. Он был и водитель и экскрсовод если это можно так назвать. Звали его Беслан. На Рице мы побывали уже ночью, когда ничего не видно. Ночная Рица, кругом тьма. водопады мы тоже не видели, я уже не говорю об юпшарском каньоне. самое интересное стало происходить на оз.Мзы. Дошли до него без приключений, но обратно, мы заблудились. Наш проводник Беслан, сам забыл дорогу, сказал, что давно здесь не был. Дорогу нашли, стали подходить к реке, где нас ждала машина. Только машины не было. Её перегнали на другой берег. И нам пришлось по мокрому бревну переходить реку, ширина реки была не больше 4 метров, но пройти по ней было невозможно, унесёт. Интересно у них в Абхазии есть ограничения в скорости, потому что наш Беслан вёл машину со скоростью 180 км/ч. платить за такую экскурсию мы были не намерены, но вынудили заплатить. Стоимость экускурсии на одного человека 1500 рублей. Зачем включать столько экскурсий в одну программу, если персонал не успевает всё показать туристам!
      
", 04 ноября 2013
1599,"
Осенняя сказка в Абхазии Спасибо Абхазия! Была второй раз и снова как в сказке - такие горы и море, голубые реки, нежные осенние краски и еще цветущие розы, поющие птицы и пустынные пляжи - время послушать море и подумать обо всем.В путешествиях по окрестностям случайно выбрала агенство ""Маяк"" и не пожалела, организация поездок отличная, четкая, без опозданий, экскурсовод Джульетта просто замечательно нас вела, экскурсии содержательные, приветливые и с большой любовью и к своей стране и к нам. Останавливалась в частной гостинице в Сухуме  ""Магнолия"", в центре, все в пешей доступности, хозяева очень гостеприимные, удобства - все точно  по прайсу и все продумано до мелочей. Для удобства есть все в номере,  приборы (кондиционер,телевизор, холодильник,микроволновка, чайник) работают исправно, вода горячая,душ, без проблем, кроме этого есть обустроенная общая кухня.Дворик оригинально и нескучно оформлен, красиво и уютно, чистота всюду идеальная, мебель в прекрасном состоянии. Очень благодарна хозяевам, забронировала все по их электронной почте, сразу получала ответы и подтверждения, все очень четко и доброжелательно, на вокзале встретили на машине. Обратно брала трансфер до Аэропорта, уезжала рано, утром Карина и Рузанна (хозяйки) ждали со мной такси, проводили, помахали, очень трогательно. ...все еще снится тот край...
      
", 03 ноября 2013
