,mark,review_text,date
1386,1,"
Забыть, как страшный сон! Были с мужем в Геленджике 31 августа 2015 года. Приехали на своей машине город посмотреть. Основное место отдыха было в бухте Инал.Место для парковки найти было сложно, платных парковок не встретилось, много непонятно кому принадлежащий шлагбаумов, улицы тесные. И, как правило, на них сплошные разделительные полосы, видимо, это для гостей города.Наконец, припарковались рядом с местными, их там было около 2-х десятков.Недалеко от набережной увидели Макдоналдс, зашли.Сделали заказ (чикен фреш и кофе ), прождали минут 25!Терпение лопнуло, попросили вернуть деньги, после препирательств с трудом, но вернули.И это в Макдоналдсе!Нашли столовую, там поели на 530 руб.,терпимо... Но было столько мух!На центральном пляже искупаться не решились,  слишком грязно.Погуляли около 2-х часов, вернулись к месту парковки и ???Машины нет!Местные стоят, нашей нет!Первая мысль: угнали! Буря эмоций внутри, отчаяние,опустошение и т.д. Незабываемое чувство! Буду помнить всю жизнь этот кошмар!Позвонила в милицию, они, видимо, были уже в курсе,где наше авто. Потому что стали спрашивать, не нарушили ли мы правила парковки, но в состоянии стресса я сказала только, что знаков никаких не было запрещающих.Опуская все остальные подробности, скажу, что забрали мы свою машину со штраф.стоянки после долгого оформления протокола в пункте оказания гос.услуг( если я не ошибаюсь, они должны были это сделать на месте).Нам даже не сказали, что машина не в угоне, пока оформляли протокол.Но! У нас был включен видео регистратор!Мы увидели, как эвакуировали нашу машину и еще одну из другого региона.Стоило ли ехать за 3 тыс. км, чтобы  так испортить отдых?Согласна, что нарушили условия парковки. Но эвакуировали только гостей, да еще приехавших издалека, а местные неприкасаемые? Все, вроде бы по правилам, но осадок остался.Хочется забыть этот Геленджик поскорее, как страшный сон! Никогда туда не поедем!!!
      
", 10 сентября 2015
1387,1,"
В Геленджик больше ни ногой Поехали в Геленджик с двумя детьми,во-первых еле доехали, ужасные пробки,попали в город в час ночи,во-вторых гостевой дом на Тонком мысу  оказался просто ужас,такой грязи я ещё не видела,но пришлось остаться из-за позднего времени суток и погоды(ветер просто сдувал),пляж просто ужас, рядом небольшой пирс с катерами,море грязное и вечный ветер!!! В городе пойти не куда,вечерние прогулки по набережной оставляют желать лучшего, со всех сторон орёт оглушающая музыка и полупьяная молодежь! После ""хваленого песчаного"" городского пляжа детей еле отпоила лекарствами(рвало ужасно). Цены на фрукты это нечто, в Москве они дешевле в разы! Люди это вообще отдельная история, о которой даже не хочется вспоминать!!!  От экскурсии в Старый парк вообще в шоке,приехали, оплатили вход нас просили подождать экскурсовода,прождали её минут 15-20,подошла с такой фразой ""в той стороне это, в той то,я с вами не пойду ,ведь вам надо всё рассмотреть и сфотографироваться "",хотя место очень красивое! Что касается Кастальской купели вход стоит 100 руб, место красивое но если поедите просто погулять,без еды у вас это займет максимум 10-20 мин. Погода на не радовала (было штормовое предупреждение), в итоге нервы с дали и мы оставшиеся три дня ездили в Анапу (благо мы были на машине).
      
", 09 сентября 2015
1388,10,"
      Добрый день!с 20по 30 августа отдыхали в Витязево!нас четверо двое взрослых и двое детей!нам все очень понравилось!!!!!!раньше отдыхали и в Крыму и в черногории,Витязево ничем не хуже!меньше негатива!и отпуск пройдет на ура!!!отдыхали отель Прованс !замечательный отель и хорошая недорогая кухня!!!!!мы ни где не видели там московских цен!!!!!!на четверых обед обходился 600руб,шашлык 120гр 60ркартошка на мангале 20рпиво на разлив 50рвино полтора литра 150р!пляж лок витязь хороший пляж!!!!везде урны ,нормальные люди курят и бычки в урны а свинья они и в Африке свинья!насчет отравлений.все это бред!пичкают детей всем чем непопадя а потом море виновато!!!!!)и мороженое и торты которые на жаре стоят сутки и все грязными руками!!!!конечно Витязево это не город а обычная приморская деревня!но отдохнуть за такие деньги это нормально!лучше шиковать в Витязево чем в Турции мечтать о мясе)в итоге мы потратили на четверых 1900долларов детям 16 и 18!с проездом и проживанием и затратами там!мы из Белорусии!и номер в отеле был люкс!и кучу всего с собой накупили!всем хорошего отдыха,позитива!
      
", 02 сентября 2015
1389,1,"
      Ужасный  посёлок,  поехали  с мужем в конце августа.  Цены высокие, продавцы назойливые , сервис  отсутствует, везде мусор очень трудно  найти мусорку. Пляж грязный, похож на муравейник.  Поехали  на курорт краснодарского края только  потому, что решение было принято спонтанно.  Больше мы сюда не поедем. Последней каплей стало, когда отдых испортили в кафе ""причал "", как мы поняли сами организаторы этого заведения.  Вели  они себя, как в 90. Мы с мужем и его  другом отдыхали в кафе оставили приличную сумму, в меру повеселившись и с хорошим  настроением  пошли в сторону  выхода.  На выходе  стояло много людей и, когда  муж  проходил мимо одно из стоящих мужчин  (кавказской национальности), так  вот  этот  мужчина как бы  случайно  задел  моего  мужа  плечом.  Мой муж  никак не отреагировал и тогда  его это не устроило.  В след нам  посыпалось, ты что ширкоплечий?  Муж  его  переспросил, а что  не так,  на что он ответил  в грубой  форме, а извиниться ""впадлу "".  Нам извиняться не за что  сказал  муж.  Я  стояла  в оцепенении, досталось  и мне.  Я встала между  мужем  и этим  борзым, на что  он ему  в ответ: ты что за бабу  спрятался? Нет я нисколько не сомневаюсь в муже, что  он  сможет  защитить меня.  Но я не  видела целесообразности в том и просто  сказала, чтобы он  свалил. На что получила в ответ, что я тварь. Можно  было  бы  его  проучить  и вздернуть так, что  зубы  он собирал по всей их  Паралии. Он себя  чувствовал уверено, потому как за ним  таких  же как он рвавшихся  в бой  стояли  человек  ещё  пять.  Но один он  на контакт  не пошёл  с моим мужем, он там в толпе  своих  прятался.  Отдельное  ""спасибо "" сотрудникам полиции  , которые стояли  и наблюдали  за всем и не вмешалась.  Спасибо  только  ребятам, которые  походили  мимо меня  и увидев  мои слезы, спросили  что случилось  и помогли  мне отвлечь  мужа  и увести  из толпы. Я ещё  раз  повторюсь, я не сомневаюсь  в его физических способностях и он бы смог с ним  разобраться  по мужски, но большое ""Но"" нас дома ждёт  дочь.  Если бы он ему всыпал, как нам пояснили, виноваты  были бы мы. В словесности перепалке этот горец успел замахнуться на мужа все происходило на глазах полиции. Заявление в полицию он потом написал, но видимо  это все сойдёт на нет. Зачем  там полиция  вообще  ходит, они сами  всего  боятся и порядок  совсем  не наводят. Сервиса нет,риск большой быть побитым, много ""горных козлов"",закон тоже не работает, дорого.  Лучше  ехать  заграницу.
      
", 01 сентября 2015
1390,1,"
Нас в Геленджике не ждут и мы там не нужны. Я 9 лет подряд ездил отдыхать в Геленджик. Нравилось. Ну ""извращенец"" я. Каюсь. 16 августа в 8 утра не смог найти место для парковки около пляжа. Припарковался в 12 метрах от знака автобусной остановки. Увезли моего малышка. Я его ""выкупил"". Нет проблем. Не жалко 2 300 за эвакуатор и 1000 штрафа. Дело в принципе. Я привез местному жителю 20 000 дохода за аренду жилья и 30 000 местным магазинам за покупки. Больше я в Геленджик не поеду НИКОГДА. И всем буду это советовать ( а круг общения по моей работе огромный). Вопрос: в период долгосрочного кризиса это ЧТО? Идиотизм? Да я в своем бизнесе терплю и откровенное хамство, и унижения от клиентов - но все это ради них и дохода от них. А здесь... 12 метров... Ржунимагу. Неужели нельзя было посмотреть на номер автомобиля и увидеть, что отдыхающие приехали за 1550 км? Ну повесьте предупреждение. Так нет же. Как Вы думаете, 1000 МОИХ баксов для Геленджика это много или мало? А для Кипра? Или Египта? Да в гробу я теперь видел этот Геленджик. И никому не советую. Местным властям плевать на приезжих. Они получают оклад и зарплату из бюджета. Да! Плюс я и сын до сих пор никак не избавимся от ротовирусной инфекции. Понос хлещет 3 неделю.
      
", 28 августа 2015
1391,1,"
Нечего там делать Была с ребенком первый и последний раз. Не советую отдыхать в этом городе. Из 7 дней пребывания только один день солнечная безветренная погода. Остальные дни: ветер такой, что уносит полотенца, зонтики, обувь и песок с пляжа. Два дня было облачно, моросил дождь. Ветер до 25 м\с оказывается дело обыденное для этого места. Бесит как на тебе пытаются заработать. Владельцы обезьянок, афроамериканцы, раздатчики рекламных бумажек буквально за руки хватают. На набережной в кафе ""Алёнка"" не заказывайте пиццу-отвратительная.С кишечкой пронесло. Для профилактики принимали противовирусное Эргоферон. После моря в течение дня пили уголь активированный. И Бифиформ. Олимп. Уточняйте, работает ли колесо обозрения. Из-за ветра не работал. Но реализаторы билетов об этом умалчивали при продаже билетов. Будьте готовы к тому, что проезд на Олимп бесплатный только до 20-00. После платный 30 руб. Опять же НИКТО мне об этом не сказал, на Олимпе потратила все деньги со спокойной душой, думая, что доеду на маршрутке. Ан нет. Очень неприятно.Хамство местных жителей зашкаливает. Устали от приезжих. Ну извините, Вы на нас зарабатываете немалые деньги, потерпите. Я со своей стороны, не курю, бутылки и прочий мусор не разбрасываю, и была удивлена поведением обслуживающего персонала в магазинах.Предыдущий отзыв о почте показателен.Ещё раз в Геленджик не поеду.
      
", 27 августа 2015
1392,8,"
Отдых в Лазаревском 2015 Отдыхали в гостевом доме ""белая акация"", прекрасный номер, кондиционер, бассейн во дворе. Один минус - были проблемы с газом на общей кухне, огонь горел очень слабо. Бабуся, проживающая в этом же гостевом доме, посоветовала мне молчать об этом и не говорить хозяйке. Я все-таки сказала, реакция была вполне адекватная, не знаю, правда, устранили эти недостатки или нет. В общем и целом было очень неплохо. Видела несколько семей, у которых были проблемы с жильем(хозяева не встретили на вокзале, требовалось несколько часов ждать заселения). Что хочу подсказать - я сама занималась этим вопросом, писала самой хозяйке гостевого дома на эл. Почту, общалась пару раз по телефону, перезванивала накануне из поезда, поэтому все было в порядке. В том же самом гостевом доме была семья, которых не встретили и жилье у них стоило  дороже, потому что жилье им бронировала турфирма. Но тут тоже есть нюансы - лучше почитать отзывы о каждом гостевом доме (я смотрела на ""идисюда"", и там были очень хорошие отзывы).Очень понравилась столовая ""виктория"" около аквапарка ""наутилус"". Еда свежая и недорого. Понравилась экскурсия к водопадам, полет на парашюте, поход в ""крабовое ущелье"". Не понравилось - вино (если оно вообще там есть).Кто хочет сэкономить свои деньги -сходите в ""магнит"" и купите там. Выйдет в итоге дешевле... Но если вам нравится спиртик с водой и ароматизатором - конечно, можно и купить. Я не говорю, что все вино -подделка, но для такого количества вина, которое там ежедневно продается в течении лета, элементарно не хватит всего винограда, произрастающего на территории планеты земля. Не позволяйте себя обмануть, могут на дегустации дать попробовать одно, а в запечатанной бутылочке привезете домой ""сюрприз"". Я сама не любитель вина, хотела привезти родственникам ""южного, настоящего""... Честно, очень обидно. Учитесь на чужих ошибках - это хотя бы бесплатно. Больше всего понравилась природа, водопады, море, также ездили сами на электричке в сочи, в олимпийский парк. Ходили в аквапарк ""морская звезда"" - уровень, честно говоря, средний. Стыки между участками труб, составляющих горки, можно было бы получше обработать, чтобы спина не болела после катания (это не только мое мнение, многие, кого я встречала, говорили об этом). Неприятно удивило обращение с покупателями девушки-продавца из ""сабвэя"", который находится на территории аквапарка. Подобное поведение можно оправдать только тем, что был конец августа и она очень устала от наплыва посетителей. Несколько раз я была в аквапарке ""ривьера"" в казани - это совершенно другой уровень, там и сауны, и джакузи, прекрасные и разнообразные аттракционы, а здесь единственный плюс - то, что аквапарк ""морская звезда"" расположен в живописном месте. Не советую брать браслет на целый день за 1000 руб., лучше за 800 руб. - на 4 часа, их вам вполне хватит.Всем удачного отдыха!
      
", 25 августа 2015
1393,8,"
Нам понравилось, но... Отдыхали с15.08.15 в Витязево впервые с годовалым ребёнком. Бронировали номер в Гк Астория, по факту заселения вежливо сказали :""номеров нет"" и подарили нас отелю Акварель, что на южной 5е. Нашим мечтам не суждено было сбыться... Отель Акварель обрадовал великолепным номером(215) новая мебель(особенно кровать с новым матрацем с ценником), чисто красиво уютно! Удивило что ни одного таракана, ни одной мухи, не было! Комаров было 3, раптор сделал своё дело... Свет не отключали ни разу!(может у них генератор?), канализацией не воняло! Несмотря на то что через забор Цирк, животными тоже не пахло! Отель в уединенном тихом месте. К морю по ул.Мира ходили, это спокойней чем по Паралии( там орда утром к морю, вечером обратно) Столовая на нулевом этаже. Чистенькая. С носа по 190 р. Дорого. Ели в разных столовках, здесь их на любой вкус и кошелёк. Ротовирус не подхватили, хотя малыш ел морской песок, камешки ракушки... Есть собственный пляж с бесплатными лежаками и навесами. Море цветет, плывешь и между пальцами селеная слизь, в волосах водоросли, купальник не отстирать... Пляж песчаный 1200 м с коляской не проехать. Платили кукурузнику 50 р за присмотр. Когда ветер ели песок все, волны большые малыш не купался. Развеялись хорошо, с детьми до 2 лет лучше не ехать! Геленджик,Адлер куда комфортней( по набережной с коляской)
      
", 24 августа 2015
1394,1,"
Хуже места на побережье не встречали! Только закончился наш отдых в Витязево. Отдыхали с мужем и двумя малышами. Начну с самого начала. Стоимость офиц. такси аэропорта 600р. до черноморской,207. Ехать мин.10. Ездили потом на др такси, можно доехать гораздо дешевле. Остановились в пансионате ""Пляж"". Отель замечательный. Очень доброжелательный персонал, отличные условия. Чистенько, все работает. Белоснежное белье, кондиционер. Под окнами чистый бассейн. Есть  wi-fi. Питание- только завтрак, по системе шведский стол. Обед и ужин выходят дороговато. 450р. на человека. И это только второе! Плюс заказывать надо заранее(после завтрака). Не очень удобно. Тк не факт, что вечером захочется то, что хотелось с утра. Пожалуй, питание- единственный минус отеля. Поэтому нашли неплохую столовую совсем рядом. На 300р. вполне можно наесться первым, вторым и дессертом. Теперь о самом Витязево. Это самое худшее место на побережье, где нам довелось побывать. А отдыхали много где, от Анапы до Адлера. На каждом шагу торгаши, которые не просто стоят, а орут, зазывая отдыхающих. Категорически не советую останавливаться в ближайших к Паралии отелях. Музыка орет до ночи. То есть, если вы с маленькими детьми, готовьтесь к укладыванию их под шум. Цены на всё в пару раз дороже. В том числе и на фрукты, овощи. Обвешивают просто все торгаши! Нас с черешней обвесили на пол кг))наглые до безобразия. Дальше больше. Море отдельной темой. Вода как зелёный кисель, с плавающими пакетами, прокладками, однораз. стаканами и проч. Не ждите, что она станет лучше. Мы тоже на это надеялись. Местные сказали, что всё лето такая вода. Нашей огромной ошибкой было искупать в круге двухлетнюю дочь. Хоть и уходили очень далеко вдоль пирса. Там поменьше грязи. Ребенок отравился в этот же день. Рвало всю ночь, понос и темпер. держалась несколько дней. Тут переболели почти все дети, кто ходил на море. Как выяснилось, кишечная инфекция. В Анапе инфекционка переполнена. И как сказал врач, большинство из Витязево. В аптеках лекарства дорогие. В общем, я совершенно не понимаю, кому там все понравилось. Потому, что чертыхаются все подряд. Грязно, очень шумно и дорого. А главное что, забудьте про море. Кстати, даже воздух тут морем не пахнет. Это мы заметили сразу как приехали. А выходя на балкон, вдыхаешь запах шашлыкоа и проч.еды, от которого уже тошно. Вот так. Приехали лечить ребенку аллергию на коже, а уехали с кишечной палочкой. НЕ СОВЕТУЮ!
      
", 23 августа 2015
1395,1,"
ужасный отдых! Всем здравствуйте! Хочу рассказать про нашу поездку в ейск. Отдыхали( если это можно так назвать) в августе 2015 года и это было ужасно! Началось всё сразу с того момента, как мы вышли из поезда: нас встретил молодой человек и попросил денег больше, чем договаривались изначально за доставку до места назначения! Дальше хуже... нас привезли не в тот гостевой дом, о котором мы договаривались с хозяйкой. Оказалось, что в её домике уже нет мест, и она поселила нас в дом к своей дочери ( хотя номер был забронирован нами ещё в апреле и была выслана предоплата!!!) Дальше нам сообщили, что номер будет стоить 3000 рублей, вместо 1500 рублей, о которых мы договаривались! Да, забыла сказать, как называется это ""прекрасное"" место - гостевой дом ""ОГНИ ЕЙСКА""! Продолжаю... дальше "" порадовала"" кухня, там кроме электрического чайника, одной сковороды и    одного ковша больше ничего не было! Всё расчитано хозяевами так, чтобы кушали в кафе, которое находится на первом этаже этого гостевого дома. Но хочу сказать, что обслуживают там долго и плюс ко всему, увидели там крысу! Этот отдых наш продолжался 2 дня, после чего нас стали выселять, разбудив в 5 утра и выгоняя на улицу, либо предлагая оплачивать каждый час нашего нахождения там по 600 рублей за час!!! Естественно,оплатили, потому что куда пойдёшь в такое время и ещё с ребёнком! Поэтому никому не советую отдых в этом гостевом доме у хозяйки Светланы и её матери Ольге Юрьевны, только испортите впечатление от отдыха и города, как это получилось у нас! И кстати говоря, в ейске нет никакого Азовского моря, там ейский лиман ( очень мелкий, по колено) и таганрогский залив! А море - в Должанке, куда мы благополучно  перебрались и чему очень были рады!!!
      
", 21 августа 2015
1396,1,"
Отель ""У Луки"" Здравствуйте! Решили в июле 2015 съездить в поселок Витязево, просмотрели много отелей, по фотографиям приглянулся отель ""У Луки"", созвонились с хозяином, попросили самый лучший номер с видом на море и на 3 этаже (из 3), забронировали. Поехали мы на машине, поэтому важно было, чтоб была стоянка. Приехали мы в этот отель, по факту оказалось, что стоянки нет, машины стоят перед отелем на дороге, причем приткнуться там негде, это уже немного испортило впечатление. В отеле нас встретила администратор Нона, не очень приветливая женщина. Пошли осматривать гостиницу и номер. Номер нам дали не на 3 этаже, как договаривались, а на 2, но в принципе, не столь важно. Мы бронировали 2-х комнатный люкс, комнаты раздельные. Как только вошли в номер, сразу бросилось в глаза, что размер комнат даже приблизительно не соответствует фотографиям на сайтах, комнаты раза в 2 меньше. С мини-балкона в гостиной, чтобы увидеть море нужно встать на цыпочки и где-то вдалеке можно увидеть маааааленькую полоску моря, но это не самое интересное, окно в спальне выходит на СТЕНУ СОСЕДНЕГО ЗДАНИЯ!!! Можно открыть окно и рукой дотянуться до стены!!! В ванне, естественно, никаких одноразовых принадлежностей, никаких халатов и тапочек. Но радует, что в номере чисто. Пошли далее осматривать гостиницу...столовая оказалась в подвале, выбор блюд очень маленький, я бы даже сказала, что есть нечего. Есть фитнес зал, тоже в подвале, здесь ничего отрицательного не могу сказать. Хочу сказать, что больше всего поразило, ну, конечно, кроме вида из окна, поразило то, что чтобы погладить вещи нужно мало того, что спускаться в какое-то соседнее здание, так и за каждую глажку НУЖНО ПЛАТИТЬ 100 РУБ!!! Это конечно не много, но 10 глажек и можно купить новый утюг! Как объяснила администратор, это элементарно за износ! Мусор из номера так же самим нужно выносить, в общем гостиница очень расстроила, но мы оставили деньги за неделю проживания, т.к. боялись, что не найдем хорошую гостиницу со свободными номерами. Что еще хотелось бы отметить, до моря идти минут 30 минимум, а не 10-15 как указано на сайтах. В итоге, мы поехали осматривать местность, ну и заодно присмотреть что-нибудь получше, очень быстро нашли отличный отель, новая гостиница просто спасла наш отдых, на 8 этаже нас разместили, все обслуживание по европейским стандартам+шведский стол. В отель ""У Луки"" шли уже с отвращением, но ведь деньги нужно забрать, в итоге, нам не вернули 4000 руб брони и удержали 12 000 руб за то, что мы ""необоснованно"" решили выехать. В общем, впечатление об этом отеле самое ОТРИЦАТЕЛЬНОЕ!!!
      
", 20 августа 2015
1397,1,"
астерия кабардинка Немного разбавлю положительные отзывы о хозяйке Астерии Софии (которые как на подбор только хорошие) своим .Я с семьей уже несколько лет отдыхаю на Черном море и в этом году решили отдохнуть в Кабардинке. Заранее за 3 месяца я заказал номер у хозяйки Софии,обговорил все вопросы и в частности мы договорились если что-то не получится мне вернут деньги.И как иногда бывает неожиданно жену не отпустили с работы,так как мы ездим отдыхать всей семьей и стало ясно ,что с отдыхом в этом году мы пролетели я сразу же за 3 недели позвонил Софии,извинился и обьяснил ситуацию.А в ответ я услышал с пренебрежением что таких людей мы еще не видели,что деньги мне не  вернут потому что номер уже не успеют сдать(за 3 недели до нашего срока заезда я повторяю позвонил)и вообще я чуть ли не испортил им весь сезон в августе.С таким отношением к людям которые платят за отдых немалые деньги и приносят прибыль хозяевам гостевых домов я сталкиваюсь впервые поэтому и решил написать этот отзыв чтобы людям знать ,когда они заказывают номер в Астерии с чем они могут столкнуться и соответственно с каким отношением к себе могут столкнуться проживая в данном гостевом доме.
      
", 19 августа 2015
1398,1,"
Отратный отдых! Пляж с железной дорогой, переполнен, сервиса ноль! Отдыхали в августе в Адлере. Остановились в отеле ""Эмма"", трансфер с аэропорта до отеля был бесплатный. Поселились в 3-ех местном(без балкона) номере за 2.500 т.р в сутки, трехместным номер назвать сложно, потому что 3-ее спальное место представляет собой раскладное кресло, на котором просто невозможно спать человеку, как буд-то спишь на доске, а так в основном претензий к отелю не было, уборка раз в 5 дней, сами за собой выносите мусор, сервиса вообщем то нет никакого, но в прочем мы были к этому готовы и не ждали на русском море Египетского сервиса. У нас цены как в Египте, а сервис не научились. А теперь пляж, вот это отдельная тема вообще, во первых пляж узкий, во вторых прямо на пляжу железная дорога, по которой каждые пол часа ходит поезд, рукой подать, такое ощущение что ты не на пляжу, а на вокзале валяешься, мы были в шоке, в 3-их пляж просто переполнен, яблоку негде упасть, ходишь по головам и лежишь соответственно так же. Пляж галечный, ходить больно, нужно в спец.обуви, из моря выходишь боком, на столько много народу, негде плавать, чтобы поплавать нужно уплыть подальше, чуть ли не к акулам. Еда, тоже отдельная тема, людей там травят, сплошная антисанитария? вся еда лежит в не потребных условиях, не соблюдены никакие санитарные нормы, все лежит открытое, заветривается, на солнце, долго, и каждый подходит чихает дышит, пыль летит. Мы там сильно отравились, чем, неизвестно, можно только предполагать, настроение было напрочь испорченно, поменяли билеты, вылетели раньше на 6 дней, просто считай убежали от туда, потратили 90 т.р на отвратительный отдых, где вас травят, где нету сервиса, где переполненные пляжи с железной дорогой за плечами. Никогда больше в жизни на русский курорт мы не поедим, с Турцией и Египтом русский курорт не сравниться, а денег стоит ровно столько же, если не больше.  Поехали на русский курорт только потому что у одного из нас была проблема с загран паспортом, но поняли, что лучше вообще не ехать, чем ехать на русское море, в следующем году планируем всем сделать заграннник и лететь в Египет!
      
", 18 августа 2015
1399,1,"
пос.Лазаревское ул.Суворова д.16 Забранировали заранее,оплатили на карту СБ,хозяйка по телефону напела что в доме есть все,приехали с детьми рано в 4утра,не успели приехать,администраторша хабалистая Валентина,не показав даже комнаты попросила сразу расчитаться полностью,после словесной перепалке показала,до моря итди очень далеко по очень крутым лесенкам,интернета wi-fi  небыло не когда,уборка в комнате самим,мусор уносить в мульду что тоже метров 250от дома.На третий день администраторша Валентина возненавидила нас и наших детей,она прямо в глаза заявила что мы овцы,мойте полы на кухне,т.к их уборщица уехала домой.На четвертый день отключили вечером свет и мой ребенок просто подскальзнулся в ванной комнате где винтиляция просто отсутствует и всегда сыро и влажно, везде кафельная плитка и расшиб лоб,пришлость ехать в больницу зашивать,хозяйку за все 11дней нашего прибывания мы не видели не разу,хотя она живет там же занимает 2-3эт,в соседнех домах  стоят генераторы,на случай отключения света,здесь администраторша заявила что им это не нужно.Вино что они предлагают натуральный сурагат,даже не пробуйте,если не хотите отравиться.
      
", 18 августа 2015
